applicant_id,age,annual_income_usd,monthly_income_usd,employment_tenure_years,credit_history_years,debt_to_income_ratio,credit_utilization_ratio,num_open_credit_lines,num_delinquencies_12m,num_late_payments_24m,loan_amount_requested_usd,loan_term_months,prior_defaults_flag,bankruptcies_count,avg_monthly_balance_usd,savings_balance_usd,checking_balance_usd,hard_inquiries_6m,revolving_balance_usd,mortgage_balance_usd,payment_to_income_ratio,secured_loan_ratio,recent_credit_growth_pct,region_risk_index,employment_type_code,housing_status_code,total_outstanding_debt_usd,credit_risk_score
A100796,54,56208.51,4684.04,1.59,31.78,0.362,0.215,6,1,2,409085.87,120,0,0,7229.85,9229.86,2082.37,2,7253.17,302018.17,0.276,0.192,0.182,0.68,1,1,133946.74,605
A100797,42,71319.63,5943.3,0.2,17.62,0.232,0.044,3,0,3,203409.58,48,0,0,10540.72,18850.03,4605.99,0,10902.54,194745.1,0.181,0.457,0.151,0.463,2,2,95014.68,686
A100798,49,54862.88,4571.91,13.62,31.34,0.494,0.176,8,1,1,250345.06,120,0,0,2272.38,20056.96,14565.43,2,2990.17,885643.92,0.393,0.454,0.37,0.465,3,2,356212,591
A100799,42,153615.88,12801.32,4.39,17.4,0.165,0.311,7,0,2,232825.82,36,0,1,4658.21,19497.69,4846.28,0,17942.73,70240.63,0.138,0.421,0.266,0.662,3,1,92349.83,749
A100800,42,86002.18,7166.85,1.72,25.7,0.285,0.081,7,0,1,442641.19,72,0,0,6549.73,31408.79,4864.53,1,4267.98,44927.86,0.263,0.303,0.036,0.495,4,1,56258.31,681
A100801,52,241847.2,20153.93,11.49,31.59,0.551,0.77,11,0,3,128475.32,180,0,0,7837.61,23666.21,6050.64,2,7275.37,59851.87,0.28,0.395,0.316,0.686,1,1,218316.18,753
A100802,36,82210.89,6850.91,12.66,13.47,0.162,0.357,4,0,1,289724.6,24,0,0,5201.36,35031.16,6802.89,2,11919.8,532469.83,0.148,0.269,0.103,0.229,4,1,220851.43,679
A100803,43,57571.49,4797.62,4.87,14.05,0.211,0.262,4,1,0,362591.76,60,0,0,2544.6,25462.55,3341.17,4,4092.03,405923.36,0.121,0.569,0.245,0.586,1,1,174570.3,629
A100804,37,36970.06,3080.84,1.47,12.37,0.271,0.585,9,1,1,396596.24,60,0,0,6225.14,4518.29,6167.62,2,1691.69,68562.43,0.222,0.396,0.173,0.18,1,2,43049.81,562
A100805,37,31529.53,2627.46,3.13,9.25,0.341,0.309,4,0,2,41444.94,48,0,0,1733.27,20955.22,1750.52,1,6498.91,13214.23,0.362,0.732,0.082,0.548,1,2,35354.02,662
A100806,39,35565.51,2963.79,3.72,15.16,0.297,0.494,10,0,1,121927.72,180,0,0,5396.17,9104.04,2192.22,0,2666.57,91397.66,0.23,0.26,-0.118,0.662,1,2,54772.86,684
A100807,44,98452.18,8204.35,4.49,26.44,0.076,0.142,9,0,3,92804.58,180,0,0,4566.3,5276.83,2459.71,3,16488.92,44191.94,0.061,0.281,0.157,0.207,3,1,50020.3,805
A100808,37,112443.4,9370.28,1.9,19.42,0.154,0.579,4,0,1,198380.96,180,0,0,5838.01,11974.13,6867.94,1,3376.19,70522.94,0.114,0.471,-0.002,0.087,1,1,58928.64,702
A100809,56,35623.17,2968.6,7.9,30.95,0.244,0.173,13,0,4,48547.23,36,0,0,4155.13,19217.56,5198.07,3,31804.47,42585.43,0.21,0.466,-0.101,0.653,2,2,64237.14,762
A100810,32,139062.34,11588.53,0.62,14.01,0.233,0.33,9,0,2,47622.34,60,0,0,1945.77,20537.73,3987.46,1,8955.79,25839.29,0.192,0.478,0.27,0.581,1,2,81167.2,790
A100811,40,65167.94,5430.66,8.69,24.18,0.52,0.368,10,2,2,737686.25,48,0,0,4848.78,45998.72,8379.35,5,9464.26,599061.52,0.363,0.24,0.006,0.302,1,1,280828.68,464
A100812,37,92147.21,7678.93,9.83,18.9,0.607,0.617,9,0,0,268931.03,120,0,0,13687.16,59139.43,6328.44,1,1671.44,59452.58,0.466,0.723,-0.205,0.544,1,1,142848.37,646
A100813,58,206308.5,17192.37,3.35,34.93,0.536,0.415,10,2,2,194729.78,84,0,0,17831.58,22395.71,3466.34,1,10179.32,392242.94,0.346,0.241,0.12,0.403,1,1,380818.13,673
A100814,44,139200.16,11600.01,4.15,25.18,0.145,0.516,6,2,6,227999.65,60,1,0,45753.56,26834.68,1772.46,2,8407.06,90129.41,0.111,0.199,0.093,0.468,4,1,79213.96,628
A100815,53,73329.24,6110.77,10.58,25.98,0.576,0.234,9,0,1,197962.66,360,0,0,25156.66,17599.98,2151.87,0,2983.21,39755.83,0.42,0.479,0.109,0.452,2,2,67530.27,640
A100816,26,52065.14,4338.76,6.6,2.29,0.341,0.546,8,0,0,344204.09,36,0,0,2494.91,34460.52,1201.95,1,9692.99,173928.09,0.272,0.578,0.109,0.261,1,1,96481.86,662
A100817,45,26027.48,2168.96,3.44,22.24,0.241,0.489,12,0,1,119327.06,360,0,0,4688.22,26038.52,5106.89,0,6417.25,77364.59,0.167,0.068,-0.061,0.662,1,3,43196.96,656
A100818,52,57232.21,4769.35,3.73,28.45,0.287,0.158,7,0,0,203213.37,36,0,1,6382.59,15151.52,2071.25,2,7485.4,91294.39,0.216,0.568,0.048,0.309,1,3,71507.77,681
A100819,43,75681.19,6306.77,6.02,18.58,0.402,0.435,8,2,0,208675.55,360,0,0,6069.97,137630.33,2881.43,1,9200.19,125323.16,0.314,0.374,0.307,0.517,1,2,109593.94,683
A100820,54,49387.75,4115.65,12.89,29.53,0.569,0.191,4,1,3,91149.33,60,0,0,6871.82,9266.5,4011.82,2,6028.44,52957.45,0.449,0.496,0.274,0.617,3,1,69783.3,595
A100821,36,79079.99,6590,3.82,17.27,0.442,0.387,8,0,2,412813.47,360,0,0,44606.31,68514.52,11515.26,1,11097.42,25570.97,0.36,0.513,0.056,0.351,1,1,75439.58,620
A100822,58,88669.84,7389.15,3.37,30.96,0.037,0.715,11,0,0,134729.22,24,0,0,2735.08,4130.08,10381.12,1,8361.62,105039.63,0.028,0.224,0.225,0.451,2,2,52102.58,727
A100823,67,75112.01,6259.33,4.47,42.49,0.612,0.439,9,1,4,348724.06,60,0,0,3672.88,36096.84,4283.8,0,13451.33,261911.41,0.42,0.434,0.137,0.408,2,1,179505.19,563
A100824,38,59450.85,4954.24,4.49,17.58,0.069,0.425,7,0,2,193959.65,60,0,0,24212.35,67299.79,14055.74,4,5742.25,48864.36,0.055,0.391,0.061,0.81,1,3,26990.44,721
A100825,37,93261.87,7771.82,5.36,11.91,0.391,0.336,11,0,4,520498.49,360,0,0,3971,2375.88,735.62,3,3640.22,126348.81,0.297,0.625,0.344,0.665,2,1,118114.11,557
A100826,58,108388.13,9032.34,4.16,41.33,0.474,0.369,4,0,0,91474.52,360,0,0,8905.48,18385.08,24375.44,1,4926.78,426425.13,0.428,0.427,-0.041,0.637,3,2,240500.93,707
A100827,59,46662.08,3888.51,9.01,33.58,0.449,0.096,7,0,0,88931.25,48,0,0,14872.71,32720.53,8392.41,4,30676.07,101462.77,0.413,0.403,0.175,0.898,1,2,110993.11,741
A100828,36,184687.29,15390.61,2.23,12.85,0.107,0.253,9,0,1,99908.49,180,0,0,9592.69,20584.79,4936.22,0,20283.26,118862.25,0.066,0.366,-0.179,0.563,2,2,93756.24,819
A100829,37,80513.73,6709.48,5.74,23.58,0.505,0.424,7,1,4,196291.14,120,0,1,7577.74,23353.45,2017.49,2,25244.21,115604.11,0.431,0.262,0.185,0.44,2,2,138394.34,511
A100830,39,85885.8,7157.15,5.89,9.01,0.359,0.133,5,0,3,490247.96,36,0,0,13772.73,18335,3033.8,0,26776.68,59523.45,0.315,0.684,0.001,0.241,1,2,108247.48,623
A100831,27,125482.86,10456.91,2.39,10.23,0.232,0.446,13,0,0,506978.05,36,0,0,3181.48,5356.66,7787.29,2,6054.82,44990.95,0.143,0.13,0.051,0.374,1,3,53809.26,663
A100832,32,96632.98,8052.75,5.71,7.7,0.179,0.418,10,0,5,40104.05,360,1,0,4369.78,170824.09,7948.23,0,11572.88,45156.95,0.152,0.124,0.068,0.529,1,1,56085.1,702
A100833,31,143577.71,11964.81,5.99,3.34,0.385,0.115,8,1,1,211720.39,72,0,0,9977.3,9670.22,8212.29,1,9599.28,153215.47,0.341,0.151,-0.25,0.668,4,1,151489.12,711
A100834,34,99540.99,8295.08,0.36,22.46,0.414,0.589,2,1,0,22298.89,36,0,0,1241.41,24698.68,2335.98,1,15765.63,217579.76,0.276,0.204,-0.171,0.382,1,1,162033.35,714
A100835,42,60691.93,5057.66,2.07,19.07,0.116,0.104,10,0,4,301788.82,48,1,0,20187.61,8379.17,1948.8,3,7038.76,227023.69,0.087,0.782,0.269,0.785,1,2,98355.05,658
A100836,45,103697.52,8641.46,11.12,19.46,0.39,0.222,6,1,2,372324.94,60,1,0,8285.58,1643.33,5364.28,1,9740.11,78240.84,0.313,0.191,0.139,0.223,1,1,112628.11,590
A100837,59,45313.36,3776.11,2.84,32.54,0.482,0.183,9,1,1,175352.47,120,0,0,7346.53,6347.59,8997.49,1,9570.21,294258.33,0.409,0.736,0.383,0.432,1,1,154742.61,637
A100838,31,90229.74,7519.15,1.71,4.13,0.097,0.25,7,1,4,190098.98,60,0,0,1763.66,3762.12,4512.92,6,14149.05,145054.25,0.064,0.508,-0.126,0.573,1,1,83213.86,697
A100839,53,83460.61,6955.05,0.87,27.3,0.453,0.271,5,1,0,188825.28,72,0,0,2322.2,47663.04,17071.55,3,15714.51,117231.24,0.417,0.592,0.273,0.524,1,2,134083.47,662
A100840,40,75806.72,6317.23,1.92,19.34,0.503,0.554,6,2,3,108101.39,36,0,1,4725.32,8720.88,4636.23,2,9745.88,5446.97,0.27,0.602,0.203,0.586,1,2,98726.6,547
A100841,41,79198.36,6599.86,4.04,17.16,0.231,0.491,6,1,0,238308.39,60,0,1,12400.61,9568.7,4497.13,1,10000.32,52710.34,0.217,0.379,0.33,0.523,3,3,68748.69,627
A100842,49,30193.73,2516.14,1.61,18.95,0.666,0.629,8,0,1,154863.12,24,0,0,1234.31,5519.34,8228.32,0,10905.18,27980.06,0.563,0.315,0.101,0.617,3,1,67965,506
A100843,30,62856.39,5238.03,6.66,2.95,0.171,0.198,6,0,2,329523.1,360,0,0,12212.92,17577.58,13482.39,2,36481.06,193416.62,0.121,0.634,0.141,0.456,1,2,128898.99,686
A100844,46,89453.23,7454.44,2.35,26.67,0.246,0.281,7,1,0,167184.73,48,0,0,4873.33,7815.67,1336.09,2,2068.3,119822.37,0.217,0.112,-0.038,0.446,3,2,81030.14,678
A100845,44,92811.66,7734.3,5.38,17.74,0.183,0.042,7,1,2,102852.08,360,0,0,5436.11,43161.27,1645.21,3,3947.16,41917.05,0.12,0.291,0.071,0.352,1,2,48547.13,769
A100846,47,48299.92,4024.99,10.16,19.57,0.616,0.075,5,0,2,66330.17,60,0,1,7961.97,21641.83,3394.45,0,15956.28,144662.97,0.489,0.203,0.032,0.891,2,1,119701.05,660
A100847,45,170509.42,14209.12,9.78,26.52,0.254,0.403,11,1,1,53587.44,84,0,0,8062.76,9031.9,77256.03,0,11319.66,30549.16,0.206,0.791,-0.119,0.486,1,1,120742.18,826
A100848,69,52786.48,4398.87,5.32,45,0.237,0.688,11,0,4,422457.11,60,0,0,3676.13,37443.07,3556.42,2,11252.18,42995.42,0.192,0.311,0.145,0.578,1,3,48670.74,611
A100849,35,144872.31,12072.69,1.82,14.14,0.152,0.205,5,0,3,133672.63,240,0,0,10715.92,16127.55,4032.85,0,15872.62,58048.63,0.103,0.746,0.29,0.462,1,2,83447.13,792
A100850,36,107512.61,8959.38,4.23,10.3,0.574,0.73,5,1,1,224310.24,360,0,0,1016.42,16347.67,7850.63,0,10795.38,178859.94,0.413,0.718,0.332,0.787,1,1,148004.52,555
A100851,35,59574.42,4964.53,5.44,14.64,0.187,0.121,9,0,1,573671.13,60,0,0,4533.38,3706,10840.76,2,5594.78,387601.55,0.149,0.315,-0.026,0.498,2,3,153945.57,636
A100852,36,225669.66,18805.8,16.73,16.52,0.203,0.267,7,1,1,124852.62,48,0,0,7350.35,14902.11,5242.95,0,15359.16,64914.61,0.141,0.667,0.113,0.559,1,1,144573.56,850
A100853,35,44086.38,3673.87,0.86,8.63,0.049,0.222,6,1,0,119712.91,240,0,0,4932.48,22068.11,12832.62,2,9161.21,361655.88,0.04,0.308,0.096,0.343,1,1,140180.78,722
A100854,55,140919.11,11743.26,4.24,37.82,0.177,0.321,7,0,0,165182.63,48,0,0,1507.23,60712.86,1536.49,1,6152.04,114794.5,0.125,0.484,0.385,0.817,4,2,103464.33,745
A100855,58,147373.7,12281.14,6.51,35.26,0.103,0.456,11,1,2,183476.78,180,0,0,11920.08,7543.57,2258.27,0,16184.13,136047.58,0.093,0.257,0.442,0.539,2,1,84191,780
A100856,36,58780.5,4898.37,4.71,16.92,0.296,0.224,11,2,1,613920.37,36,0,0,2394.3,156131.3,12811.15,2,15652.07,103861.29,0.287,0.581,-0.115,0.823,1,1,85764.17,571
A100857,33,182820.93,15235.08,5.06,6.64,0.432,0.865,12,0,1,498069.8,180,0,0,6158.24,27923.18,4544.54,2,10802.48,92102.12,0.321,0.373,0.208,0.392,1,1,150320.22,582
A100858,47,74078.52,6173.21,2.47,27.45,0.216,0.489,9,0,1,269488.54,120,0,0,7346.54,3501.45,1444.66,1,38736.25,163342.69,0.193,0.318,0.216,0.42,3,2,131063.48,693
A100859,36,99626.95,8302.25,7.81,13.85,0.245,0.145,10,3,2,461774.1,36,0,0,6603.92,6871.56,1368.61,0,27799.76,214169.86,0.185,0.288,0.084,0.405,1,1,148953.02,626
A100860,49,98084.39,8173.7,4.49,36.56,0.127,0.13,14,0,1,160310.81,180,0,0,16560.34,66260.1,2168.92,2,21090.09,49616.84,0.085,0.464,-0.107,0.449,2,1,61363.04,825
A100861,44,78947.37,6578.95,5.04,21.99,0.623,0.403,4,1,0,218637.22,72,0,1,6228.85,55468.64,4508.62,1,79729.15,92768.76,0.454,0.26,0.247,0.621,2,3,219817.94,530
A100862,25,132767.01,11063.92,8.33,3.71,0.552,0.055,5,1,3,147964.59,48,0,0,9150.12,16292.13,6853.22,0,7946.49,494144.48,0.436,0.404,0.339,0.131,1,1,316489.58,640
A100863,59,131508.31,10959.03,3.52,36.71,0.447,0.685,9,0,1,77805.91,60,0,0,6215.7,18587.82,3346.53,0,6062.63,129017.77,0.253,0.439,0.022,0.491,3,1,159335.66,683
A100864,62,32490.86,2707.57,9.46,34.79,0.434,0.463,6,0,2,393655.21,84,0,0,10613.93,4992.71,6363.49,4,18700.18,142380.75,0.371,0.83,0.335,0.36,1,2,87902.3,566
A100865,35,174171.14,14514.26,1.57,10.61,0.132,0.368,9,0,2,254311.79,36,0,0,19818.15,59981.22,3036.54,1,7260.77,314511.94,0.104,0.194,0.121,0.34,3,1,171311.87,739
A100866,38,34065.35,2838.78,5.23,14.42,0.376,0.257,6,0,1,182127.07,360,0,0,7256.05,5958.52,13539.42,0,9091.71,70060.58,0.338,0.776,0.376,0.584,1,1,58190.19,673
A100867,45,149987.46,12498.95,2.35,25.95,0.374,0.36,5,0,2,179711.49,240,0,0,12149.43,37238,44733.98,0,3893.05,106688.76,0.319,0.258,0.376,0.554,2,3,157138.8,683
A100868,46,157959.56,13163.3,1.89,15.45,0.385,0.341,12,0,0,67620.91,36,0,0,20823.15,61844.99,3160.49,3,15072.7,229439.82,0.306,0.339,0.116,0.655,4,3,180801.6,682
A100869,49,46647.52,3887.29,12.8,34.35,0.045,0.664,15,0,2,95354.15,360,0,0,19250.74,16789.34,6931.09,3,2577.62,335456.53,0.033,0.116,0.195,0.57,2,1,124957.11,778
A100870,64,67809.57,5650.8,1.64,45,0.187,0.267,6,2,3,223957.52,60,0,0,4775.84,42106.41,6440.76,4,8291.68,13090.04,0.18,0.454,-0.006,0.532,3,3,37443.55,673
A100871,40,46270.92,3855.91,4.55,21.06,0.134,0.138,8,0,1,127617,180,0,0,14893.85,101517.22,5098.28,1,8883.29,56683.23,0.14,0.491,-0.172,0.4,1,3,44119.41,787
A100872,33,75523.56,6293.63,1.53,10.24,0.174,0.208,11,0,3,156247.83,60,0,1,7931.32,20916.9,8101.13,1,6212.68,44788.51,0.129,0.477,0.165,0.333,3,2,51215.18,696
A100873,27,71753.2,5979.43,9.1,4.83,0.216,0.379,4,0,3,168162.44,240,0,0,15888.35,13427.26,6924.16,1,2021,98399.7,0.196,0.26,-0.144,0.608,3,2,52304.57,679
A100874,34,130511.92,10875.99,3.27,15.02,0.31,0.3,12,1,2,115509.43,240,1,0,10244.18,14965.33,2945.06,1,2008.3,47945.98,0.216,0.408,0.497,0.454,4,1,105855.1,624
A100875,42,174743.83,14561.99,8.3,19.3,0.383,0.189,10,0,2,95948.34,120,0,0,8103.83,7611.05,14716.49,1,4773.01,199971.59,0.272,0.523,0.325,0.572,4,1,221954.84,727
A100876,62,183144.85,15262.07,6.37,35.37,0.557,0.142,9,1,2,63112.85,48,0,0,9197.94,7441,5395.56,0,14230.92,128464.12,0.409,0.601,0.093,0.499,1,2,273177.17,750
A100877,36,62393.36,5199.45,15.27,13.78,0.154,0.345,7,1,2,163648.36,60,0,0,7972.46,24903.18,3182.79,1,11505.33,244875.89,0.133,0.266,0.6,0.132,1,2,115951.59,739
A100878,44,75760.66,6313.39,1.27,27.04,0.433,0.218,8,0,3,269091.75,60,0,0,8225.74,13580.55,40567.19,0,8875.14,259352.34,0.282,0.574,0.007,0.587,3,2,158803.19,670
A100879,42,33675.15,2806.26,2.05,20.42,0.294,0.243,8,0,2,61842.74,36,0,0,5724.39,22201.46,4053.11,1,4243.23,202685.96,0.284,0.292,0.049,0.387,2,1,93598.65,723
A100880,55,54566.64,4547.22,8.03,36.27,0.064,0.45,9,2,1,177208.28,60,0,0,5314.41,3606.19,5660.58,0,12027.4,81309.99,0.057,0.321,0.047,0.656,1,1,48767.42,732
A100881,70,144505.8,12042.15,5.4,45,0.341,0.206,10,0,1,216091.08,240,0,0,26638.09,14584.65,5269.7,1,1950.43,120823.42,0.293,0.392,0.109,0.165,1,2,161770.34,771
A100882,36,206690.36,17224.2,3.7,13.85,0.525,0.46,7,0,2,94606.82,360,0,0,9524.09,44822.34,4003.51,1,1173.7,72652.94,0.391,0.639,0.064,0.842,1,2,222524.36,689
A100883,37,43110.19,3592.52,13.6,18.62,0.519,0.546,8,2,2,453660.46,60,0,0,4108.91,5226.1,6738.76,3,7320.03,32208.12,0.456,0.49,0.202,0.393,2,1,54263.12,495
A100884,53,61362.32,5113.53,4.34,32.32,0.25,0.418,11,0,2,140083.95,48,0,0,5206.29,16266.62,2103.45,1,5658.06,259534.44,0.108,0.38,-0.06,0.585,3,2,132035.94,743
A100885,50,83774.45,6981.2,2.42,26.31,0.28,0.114,9,0,2,168534.09,360,0,0,15131.96,2504.23,7698.05,0,21293.89,101984.64,0.233,0.295,0.143,0.372,1,2,108416.65,748
A100886,62,99160.51,8263.38,8.36,38.72,0.431,0.324,5,0,4,162086.75,360,0,0,3606.91,4336.76,924.56,2,10293.48,28449.47,0.345,0.504,0.022,0.396,1,1,103212.79,672
A100887,48,54454.71,4537.89,4.43,21.18,0.387,0.357,12,2,3,56937.46,72,0,0,1986.11,35882.5,1399.08,1,36611.03,178347.69,0.214,0.257,0.131,0.623,2,1,131259.73,671
A100888,38,107327.49,8943.96,4.67,22.88,0.336,0.382,8,0,4,346764.44,12,0,0,2106.53,11743.55,23271.5,2,5647.66,89920.54,0.278,0.286,-0.075,0.464,4,1,83219.01,663
A100889,48,65499.31,5458.28,6.71,26.82,0.215,0.125,5,0,2,96724.78,240,0,0,1630.07,98954.64,1452.83,0,13612.4,17230.08,0.183,0.174,-0.036,0.476,1,3,49689.85,793
A100890,54,84327.03,7027.25,6.88,27.95,0.481,0.532,8,0,1,154349.35,360,0,0,2299.63,24656.28,771.14,0,7262.97,31948.46,0.268,0.757,0.503,0.653,4,1,86194.12,677
A100891,51,114790.37,9565.86,2.03,35.72,0.21,0.656,9,1,2,265452.66,12,0,0,2527.19,27199.11,1485.58,0,29127.6,58552.88,0.134,0.094,-0.046,0.534,1,2,89661.53,649
A100892,48,85300.77,7108.4,3.55,26.68,0.484,0.127,7,2,2,465235.66,180,0,0,19687.66,5452.68,21544.68,3,7566.89,132945.76,0.497,0.271,0.214,0.581,3,2,137197.36,531
A100893,54,66862.55,5571.88,1.42,31.2,0.139,0.177,12,2,2,89210.69,180,0,0,6264.25,10886.06,897.09,2,18605.74,223564.14,0.105,0.257,0.023,0.388,3,1,112431.55,754
A100894,55,80027.14,6668.93,5.45,37.39,0.399,0.271,10,0,2,134658.58,60,0,0,4860.74,7690.24,1903.79,0,3601.13,216777.7,0.358,0.62,-0.063,0.62,4,1,133438.1,685
A100895,57,80967.81,6747.32,12.67,37.7,0.136,0.14,5,1,3,442096.84,240,0,0,2048.43,5513.21,1211.31,1,6323.63,189247.75,0.125,0.202,0.132,0.52,3,2,90364.84,724
A100896,49,69348.55,5779.05,2.1,31.76,0.461,0.069,6,0,1,243318.4,72,0,0,5796.77,31077.43,3516.13,2,8379.5,106650.19,0.382,0.225,-0.036,0.578,1,2,112807.73,662
A100897,40,73722.9,6143.57,1.19,16.88,0.567,0.572,4,2,3,278444.35,240,0,0,1619.21,37981.7,3039.4,0,26341.07,518266.43,0.512,0.473,0.213,0.566,3,1,271343.27,510
A100898,44,204774.05,17064.5,2.72,32,0.306,0.124,11,0,3,90896.48,120,0,0,4836.87,23843.84,2919.45,0,1390.43,206513.23,0.161,0.472,0.098,0.703,2,1,157268.56,811
A100899,55,115718.09,9643.17,3.68,36.06,0.397,0.714,14,1,3,140677.59,48,0,1,33899.41,6990.29,23917.2,1,6783.39,134340.17,0.298,0.079,0.361,0.591,1,2,123440.71,656
A100900,33,72250.34,6020.86,6.91,13.88,0.546,0.113,12,1,2,161396.46,180,0,0,11054.58,22271.74,1529.45,1,6591.08,183169.08,0.224,0.155,-0.115,0.291,1,2,163529.33,669
A100901,46,124708.15,10392.35,3.41,20.37,0.497,0.526,7,1,3,103061.43,240,0,0,5495.69,2362.95,4104.6,1,1540.02,76811.08,0.284,0.378,0.17,0.393,1,1,130492.78,599
A100902,38,70742.78,5895.23,5.52,22.25,0.183,0.046,9,0,2,60611.62,360,0,0,11362.3,60075.25,6103.23,4,6066.57,104476.39,0.13,0.471,0.187,0.541,3,2,68746.86,788
A100903,42,162044.31,13503.69,3.03,14.81,0.256,0.293,5,0,3,129170.44,60,0,0,4282.63,4368.58,1862.44,0,2429.43,16890,0.179,0.225,-0.059,0.572,2,3,80489.63,751
A100904,56,104162.74,8680.23,3.82,31.01,0.594,0.454,7,0,1,434086.66,24,1,1,3425.54,5218.08,6972.74,2,1241.3,77665.21,0.466,0.414,0.001,0.262,1,1,138630.56,480
A100905,44,80128.78,6677.4,2.36,17.82,0.285,0.226,5,1,1,187058.16,360,0,0,25409.06,17955.22,3140.08,0,7201.28,536131.56,0.221,0.526,-0.136,0.321,1,2,248025.12,734
A100906,43,108733.02,9061.09,1.81,22.71,0.398,0.145,6,0,1,439767.4,180,0,0,2606.43,19623.9,6302.56,0,6997.14,125715.08,0.317,0.21,-0.161,0.697,1,2,132957.41,699
A100907,27,35825.84,2985.49,7.07,6.68,0.235,0.123,9,0,2,202212.77,360,0,0,4896.42,14877.35,4083.19,1,7308.32,121091.46,0.188,0.159,0.099,0.854,1,1,70187.19,703
A100908,50,45737.99,3811.5,3.18,31.15,0.31,0.216,10,0,4,109496.96,36,0,0,8303.1,5272.27,710.77,1,11157.97,270216.65,0.255,0.117,0.265,0.202,1,2,141637.01,714
A100909,49,44079.4,3673.28,5.78,24.68,0.62,0.69,6,1,2,412984.15,60,0,0,3073.49,49696.61,14578.77,2,4261.99,151793.83,0.412,0.33,0.096,0.547,4,3,123052.83,452
A100910,66,91952.3,7662.69,2.33,45,0.236,0.747,11,0,4,206638.08,36,0,0,10938.47,2964.3,29005.63,1,41241.8,54198.05,0.164,0.62,0.104,0.509,3,2,96403.2,690
A100911,39,220419.93,18368.33,4.35,20.23,0.307,0.185,10,0,2,336349.94,360,0,0,5086.18,3630.32,3838.18,1,8748.87,112367.21,0.238,0.173,-0.114,0.682,1,1,177489.54,793
A100912,44,289995.77,24166.31,0.64,23.42,0.266,0.242,8,0,1,89886.12,360,0,0,11055.53,14376.66,2005.55,1,26861.4,39598.18,0.207,0.797,-0.25,0.589,2,2,223411.96,822
A100913,45,120732.74,10061.06,3.36,21.52,0.498,0.264,4,0,2,353593.67,120,0,0,10387.36,4519.29,17452.6,0,2158.28,129765.8,0.324,0.694,0.182,0.649,1,1,175663.46,686
A100914,59,111957.1,9329.76,2.52,42.05,0.382,0.418,3,0,2,360587.58,48,0,1,5351.58,54337.47,24665.91,1,4427.67,51754.19,0.348,0.665,0.001,0.09,1,1,119117.81,683
A100915,41,31565.65,2630.47,8.88,22.8,0.211,0.558,7,1,3,217305.78,36,0,0,25542.13,4925.25,3865.77,3,16128.57,253647.5,0.183,0.645,-0.204,0.499,4,1,120124.1,602
A100916,45,63065.93,5255.49,1.58,17.6,0.084,0.812,9,0,0,106533.29,180,0,0,3817.26,75915.12,3696.05,0,7423.46,69495.63,0.057,0.268,0.022,0.337,1,3,43902.64,743
A100917,49,55112.15,4592.68,3.93,30.63,0.326,0.267,4,1,1,174696.66,120,0,0,19123.13,45047.2,4187.72,1,3614.75,52365.44,0.246,0.408,0.165,0.342,1,1,49021.78,745
A100918,44,60411.84,5034.32,5.41,16.21,0.457,0.497,6,1,1,267814.91,240,0,0,16638.99,55017.12,996.99,2,1885.87,99378.08,0.467,0.333,0.193,0.279,2,3,87248.11,510
A100919,37,77491.8,6457.65,8.13,17.11,0.286,0.368,5,1,1,209647.46,60,0,0,26802.84,105603.84,3462.75,3,16784.36,152831.04,0.228,0.804,0.156,0.541,1,1,106266.82,703
A100920,44,65562.34,5463.53,7.44,27.42,0.399,0.39,5,0,3,266043.71,60,0,0,7471.14,17353.89,21063.15,3,15659.64,37109.82,0.33,0.442,-0.005,0.56,1,2,75969.23,658
A100921,54,28618.01,2384.83,4.15,26.52,0.306,0.195,3,1,1,347552.83,12,0,0,3458.84,5810.19,3866.14,0,11067.88,68809.4,0.216,0.255,0.227,0.614,1,1,52002.11,657
A100922,31,128252.62,10687.72,4.55,2.02,0.436,0.312,7,1,1,118092.3,180,1,0,34234.69,14433.92,1764.82,0,5904.44,120919.67,0.324,0.373,0.116,0.427,1,1,153881.08,651
A100923,43,47117.41,3926.45,8.87,23.32,0.492,0.529,10,0,5,84958.06,72,0,0,4973.09,9078.63,7036.38,0,3494.18,366871.65,0.473,0.638,-0.038,0.749,1,3,170018.88,602
A100924,34,96954.04,8079.5,4.09,7.63,0.069,0.463,8,1,2,175661.11,360,0,0,3390.47,7872.67,2468.47,0,8603.68,11298.12,0.055,0.625,-0.081,0.332,4,1,22006.55,732
A100925,55,265973.51,22164.46,4.88,32.59,0.244,0.476,7,0,0,145274.32,180,0,0,5584.38,18605.22,4238.76,0,2942.34,191354.41,0.189,0.325,0.155,0.242,2,2,155593.9,778
A100926,25,51264.05,4272,9.05,2.37,0.265,0.478,13,0,1,299992.36,60,0,1,2963.73,11715.17,1436.36,1,4751.11,77887.96,0.207,0.583,0.276,0.539,3,3,65824.05,584
A100927,36,22000,1833.33,16.54,12.74,0.283,0.307,4,1,1,89526.34,60,0,0,9901.85,7541.18,1770.24,3,26292.6,70480.15,0.307,0.183,0.227,0.377,3,2,65167.46,683
A100928,46,72627.88,6052.32,5.16,23.92,0.164,0.584,9,0,2,349395.69,360,0,0,4003.89,12518.23,8740.53,1,1866.41,59588.71,0.129,0.448,0.149,0.596,2,2,46218.52,633
